Date,Type,Description,City
2018-03-15,arson,The King and Queen of Hearts were seated on their throne when they,Abilene
2018-03-16,arson,‘We must burn the house down!’ said the Rabbit’s voice; and Alice called,Portsmouth
2018-03-20,arson,"doesn’t like changing so often, you know.’",Ocala
2018-03-22,arson,"little histories about children who had got burnt, and eaten up by wild",Joliet
2018-03-31,arson,"‘Only a thimble,’ said Alice sadly.",Coral Springs
2018-04-01,arson,"the three gardeners, oblong and flat, with their hands and feet at the",Bakersfield
2018-04-02,arson,"Alice was not much surprised at this, she was getting so used to queer",Naples
2018-04-04,arson,"‘Not at all,’ said Alice: ‘she’s so extremely--’ Just then she noticed",South Bend
2018-04-08,arson,them bitter--and--and barley-sugar and such things that make children,Akron
2018-04-10,arson,"its head impatiently, and walked a little quicker.",Santa Ana
2018-04-14,arson,go down the chimney!’,San Jose
2018-04-17,arson,"Alice, she went on, ‘What’s your name, child?’",Clarke County
2018-04-25,arson,simply--“Never imagine yourself not to be otherwise than what it might,Louisville
2018-04-28,arson,remained some time after the rest of it had gone.,Denton
